ts,open,high,low,close,volume,symbol,timeframe
2024-01-01T00:00:00Z,100.0,102.0,98.0,100.0,1000,TEST,1d
2024-01-02T00:00:00Z,100.0,103.0,99.0,101.0,1000,TEST,1d
2024-01-03T00:00:00Z,101.0,104.0,100.0,102.0,1000,TEST,1d
2024-01-04T00:00:00Z,102.0,105.0,101.0,103.0,1000,TEST,1d
2024-01-05T00:00:00Z,103.0,106.0,102.0,104.0,1000,TEST,1d
2024-01-06T00:00:00Z,104.0,105.0,103.0,104.5,1000,TEST,1d
2024-01-07T00:00:00Z,104.5,105.5,104.0,105.0,1000,TEST,1d
2024-01-08T00:00:00Z,105.0,107.0,104.5,106.5,1000,TEST,1d
2024-01-09T00:00:00Z,106.5,108.0,106.0,107.0,1000,TEST,1d
2024-01-10T00:00:00Z,107.0,109.0,106.5,108.0,1000,TEST,1d
2024-01-11T00:00:00Z,108.0,110.0,107.0,109.0,1000,TEST,1d
2024-01-12T00:00:00Z,109.0,111.0,108.0,105.0,1000,TEST,1d
2024-01-13T00:00:00Z,105.0,106.0,102.0,103.0,1000,TEST,1d
2024-01-14T00:00:00Z,103.0,104.0,101.0,102.0,1000,TEST,1d
2024-01-15T00:00:00Z,102.0,103.0,100.0,101.0,1000,TEST,1d
