ts,open,high,low,close,volume,symbol,timeframe
2024-01-01T00:00:00Z,100.0,102.0,98.0,100.0,1000,TEST,1d
2024-01-02T00:00:00Z,100.0,104.0,99.0,102.0,1000,TEST,1d
2024-01-03T00:00:00Z,102.0,106.0,101.0,104.0,1000,TEST,1d
2024-01-04T00:00:00Z,104.0,108.0,103.0,106.0,1000,TEST,1d
2024-01-05T00:00:00Z,106.0,110.0,105.0,108.0,1000,TEST,1d
2024-01-06T00:00:00Z,108.0,112.0,107.0,110.0,1000,TEST,1d
2024-01-07T00:00:00Z,110.0,111.0,106.0,108.0,1000,TEST,1d
2024-01-08T00:00:00Z,108.0,109.0,104.0,106.0,1000,TEST,1d
2024-01-09T00:00:00Z,106.0,107.0,102.0,104.0,1000,TEST,1d
2024-01-10T00:00:00Z,104.0,105.0,100.0,102.0,1000,TEST,1d
2024-01-11T00:00:00Z,102.0,103.0,98.0,100.0,1000,TEST,1d
2024-01-12T00:00:00Z,100.0,104.0,99.0,102.0,1000,TEST,1d
2024-01-13T00:00:00Z,102.0,106.0,101.0,104.0,1000,TEST,1d
2024-01-14T00:00:00Z,104.0,108.0,103.0,106.0,1000,TEST,1d
2024-01-15T00:00:00Z,106.0,110.0,105.0,108.0,1000,TEST,1d
2024-01-16T00:00:00Z,108.0,117.0,107.0,115.0,1000,TEST,1d
2024-01-17T00:00:00Z,115.0,116.0,112.0,114.0,1000,TEST,1d
2024-01-18T00:00:00Z,114.0,115.0,111.0,113.0,1000,TEST,1d
2024-01-19T00:00:00Z,113.0,114.0,110.0,112.0,1000,TEST,1d
2024-01-20T00:00:00Z,112.0,113.0,108.0,110.0,1000,TEST,1d
2024-01-21T00:00:00Z,110.0,111.0,106.0,108.0,1000,TEST,1d
2024-01-22T00:00:00Z,108.0,109.0,104.0,106.0,1000,TEST,1d
2024-01-23T00:00:00Z,106.0,107.0,98.0,100.0,1000,TEST,1d
2024-01-24T00:00:00Z,100.0,101.0,96.0,98.0,1000,TEST,1d
2024-01-25T00:00:00Z,98.0,99.0,94.0,96.0,1000,TEST,1d
