ts,open,high,low,close,volume,symbol,timeframe
2024-01-01T00:00:00Z,100.0,102.0,98.0,99.0,1000,TEST,1d
2024-01-02T00:00:00Z,99.0,100.0,96.0,97.0,1000,TEST,1d
2024-01-03T00:00:00Z,97.0,98.0,94.0,95.0,1000,TEST,1d
2024-01-04T00:00:00Z,95.0,96.0,92.0,93.0,1000,TEST,1d
2024-01-05T00:00:00Z,93.0,94.0,90.0,91.0,1000,TEST,1d
2024-01-06T00:00:00Z,91.0,92.0,88.0,89.0,1000,TEST,1d
2024-01-07T00:00:00Z,89.0,90.0,86.0,87.0,1000,TEST,1d
2024-01-08T00:00:00Z,87.0,88.0,84.0,85.0,1000,TEST,1d
2024-01-09T00:00:00Z,85.0,86.0,82.0,83.0,1000,TEST,1d
2024-01-10T00:00:00Z,83.0,84.0,80.0,81.0,1000,TEST,1d
2024-01-11T00:00:00Z,81.0,82.0,78.0,79.0,1000,TEST,1d
2024-01-12T00:00:00Z,79.0,80.0,76.0,77.0,1000,TEST,1d
2024-01-13T00:00:00Z,77.0,80.0,76.0,79.0,1000,TEST,1d
2024-01-14T00:00:00Z,79.0,83.0,78.0,82.0,1000,TEST,1d
2024-01-15T00:00:00Z,82.0,87.0,81.0,86.0,1000,TEST,1d
2024-01-16T00:00:00Z,86.0,92.0,85.0,91.0,1000,TEST,1d
2024-01-17T00:00:00Z,91.0,97.0,90.0,96.0,1000,TEST,1d
2024-01-18T00:00:00Z,96.0,102.0,95.0,101.0,1000,TEST,1d
2024-01-19T00:00:00Z,101.0,107.0,100.0,106.0,1000,TEST,1d
2024-01-20T00:00:00Z,106.0,112.0,105.0,111.0,1000,TEST,1d
2024-01-21T00:00:00Z,111.0,117.0,110.0,116.0,1000,TEST,1d
2024-01-22T00:00:00Z,116.0,120.0,115.0,119.0,1000,TEST,1d
2024-01-23T00:00:00Z,119.0,122.0,118.0,121.0,1000,TEST,1d
2024-01-24T00:00:00Z,121.0,124.0,120.0,123.0,1000,TEST,1d
2024-01-25T00:00:00Z,123.0,125.0,121.0,122.0,1000,TEST,1d
2024-01-26T00:00:00Z,122.0,123.0,119.0,120.0,1000,TEST,1d
2024-01-27T00:00:00Z,120.0,121.0,117.0,118.0,1000,TEST,1d
2024-01-28T00:00:00Z,118.0,119.0,115.0,116.0,1000,TEST,1d
2024-01-29T00:00:00Z,116.0,117.0,113.0,114.0,1000,TEST,1d
2024-01-30T00:00:00Z,114.0,115.0,111.0,112.0,1000,TEST,1d
