ts,open,high,low,close,volume,symbol,timeframe
2024-01-01T00:00:00Z,100.0,102.0,99.0,101.0,1000,TEST,1d
2024-01-02T00:00:00Z,101.0,103.0,100.0,102.0,1000,TEST,1d
2024-01-03T00:00:00Z,102.0,103.0,100.0,101.0,1000,TEST,1d
2024-01-04T00:00:00Z,101.0,102.0,99.0,100.0,1000,TEST,1d
2024-01-05T00:00:00Z,100.0,101.0,98.0,99.0,1000,TEST,1d
2024-01-06T00:00:00Z,99.0,100.0,97.0,98.0,1000,TEST,1d
2024-01-07T00:00:00Z,98.0,99.0,96.0,97.0,1000,TEST,1d
2024-01-08T00:00:00Z,97.0,98.0,95.0,96.0,1000,TEST,1d
2024-01-09T00:00:00Z,96.0,97.0,94.0,95.0,1000,TEST,1d
2024-01-10T00:00:00Z,95.0,96.0,93.0,94.0,1000,TEST,1d
2024-01-11T00:00:00Z,94.0,95.0,92.0,93.0,1000,TEST,1d
2024-01-12T00:00:00Z,93.0,94.0,91.0,92.0,1000,TEST,1d
2024-01-13T00:00:00Z,92.0,93.0,90.0,91.0,1000,TEST,1d
2024-01-14T00:00:00Z,91.0,92.0,89.0,90.0,1000,TEST,1d
2024-01-15T00:00:00Z,90.0,91.0,88.0,89.0,1000,TEST,1d
2024-01-16T00:00:00Z,89.0,90.0,87.0,88.0,1000,TEST,1d
2024-01-17T00:00:00Z,88.0,89.0,86.0,87.0,1000,TEST,1d
2024-01-18T00:00:00Z,87.0,88.0,85.0,86.0,1000,TEST,1d
2024-01-19T00:00:00Z,86.0,87.0,84.0,85.0,1000,TEST,1d
2024-01-20T00:00:00Z,85.0,86.0,83.0,84.0,1000,TEST,1d
2024-01-21T00:00:00Z,84.0,86.0,83.0,85.0,1000,TEST,1d
2024-01-22T00:00:00Z,85.0,88.0,84.0,87.0,1000,TEST,1d
2024-01-23T00:00:00Z,87.0,90.0,86.0,89.0,1000,TEST,1d
2024-01-24T00:00:00Z,89.0,92.0,88.0,91.0,1000,TEST,1d
2024-01-25T00:00:00Z,91.0,94.0,90.0,93.0,1000,TEST,1d
2024-01-26T00:00:00Z,93.0,96.0,92.0,95.0,1000,TEST,1d
2024-01-27T00:00:00Z,95.0,98.0,94.0,97.0,1000,TEST,1d
2024-01-28T00:00:00Z,97.0,100.0,96.0,99.0,1000,TEST,1d
2024-01-29T00:00:00Z,99.0,102.0,98.0,101.0,1000,TEST,1d
2024-01-30T00:00:00Z,101.0,104.0,100.0,103.0,1000,TEST,1d
2024-01-31T00:00:00Z,103.0,106.0,102.0,105.0,1000,TEST,1d
2024-02-01T00:00:00Z,105.0,108.0,104.0,107.0,1000,TEST,1d
2024-02-02T00:00:00Z,107.0,110.0,106.0,109.0,1000,TEST,1d
2024-02-03T00:00:00Z,109.0,112.0,108.0,111.0,1000,TEST,1d
2024-02-04T00:00:00Z,111.0,114.0,110.0,113.0,1000,TEST,1d
2024-02-05T00:00:00Z,113.0,115.0,111.0,112.0,1000,TEST,1d
2024-02-06T00:00:00Z,112.0,113.0,109.0,110.0,1000,TEST,1d
2024-02-07T00:00:00Z,110.0,111.0,107.0,108.0,1000,TEST,1d
2024-02-08T00:00:00Z,108.0,109.0,105.0,106.0,1000,TEST,1d
2024-02-09T00:00:00Z,106.0,107.0,103.0,104.0,1000,TEST,1d
2024-02-10T00:00:00Z,104.0,105.0,101.0,102.0,1000,TEST,1d
2024-02-11T00:00:00Z,102.0,103.0,99.0,100.0,1000,TEST,1d
2024-02-12T00:00:00Z,100.0,101.0,97.0,98.0,1000,TEST,1d
2024-02-13T00:00:00Z,98.0,99.0,95.0,96.0,1000,TEST,1d
2024-02-14T00:00:00Z,96.0,97.0,93.0,94.0,1000,TEST,1d
2024-02-15T00:00:00Z,94.0,95.0,91.0,92.0,1000,TEST,1d
2024-02-16T00:00:00Z,92.0,93.0,89.0,90.0,1000,TEST,1d
2024-02-17T00:00:00Z,90.0,91.0,87.0,88.0,1000,TEST,1d
2024-02-18T00:00:00Z,88.0,90.0,86.0,89.0,1000,TEST,1d
2024-02-19T00:00:00Z,89.0,93.0,88.0,92.0,1000,TEST,1d
