ts,open,high,low,close,volume,symbol,timeframe
2024-01-01T00:00:00Z,100.0,101.0,99.0,100.0,1000,TEST,1d
2024-01-02T00:00:00Z,100.0,101.0,98.5,99.0,1000,TEST,1d
2024-01-03T00:00:00Z,99.0,100.0,97.5,98.0,1000,TEST,1d
2024-01-04T00:00:00Z,98.0,99.0,96.5,97.0,1000,TEST,1d
2024-01-05T00:00:00Z,97.0,98.0,95.5,96.0,1000,TEST,1d
2024-01-06T00:00:00Z,96.0,97.0,94.5,95.0,1000,TEST,1d
2024-01-07T00:00:00Z,95.0,96.0,93.5,94.0,1000,TEST,1d
2024-01-08T00:00:00Z,94.0,95.0,92.5,93.0,1000,TEST,1d
2024-01-09T00:00:00Z,93.0,94.0,91.5,92.0,1000,TEST,1d
2024-01-10T00:00:00Z,92.0,93.0,90.5,91.0,1000,TEST,1d
2024-01-11T00:00:00Z,91.0,92.0,90.0,91.5,1000,TEST,1d
2024-01-12T00:00:00Z,91.5,94.0,91.0,93.5,1000,TEST,1d
2024-01-13T00:00:00Z,93.5,96.0,93.0,95.5,1000,TEST,1d
2024-01-14T00:00:00Z,95.5,98.0,95.0,97.5,1000,TEST,1d
2024-01-15T00:00:00Z,97.5,100.0,97.0,99.5,1000,TEST,1d
2024-01-16T00:00:00Z,99.5,102.0,99.0,101.5,1000,TEST,1d
2024-01-17T00:00:00Z,101.5,104.0,101.0,103.5,1000,TEST,1d
2024-01-18T00:00:00Z,103.5,106.0,103.0,105.5,1000,TEST,1d
2024-01-19T00:00:00Z,105.5,108.0,105.0,107.5,1000,TEST,1d
2024-01-20T00:00:00Z,107.5,110.0,107.0,109.5,1000,TEST,1d
2024-01-21T00:00:00Z,109.5,110.0,106.0,106.5,1000,TEST,1d
2024-01-22T00:00:00Z,106.5,107.0,103.0,103.5,1000,TEST,1d
2024-01-23T00:00:00Z,103.5,104.0,100.0,100.5,1000,TEST,1d
2024-01-24T00:00:00Z,100.5,101.0,97.0,97.5,1000,TEST,1d
2024-01-25T00:00:00Z,97.5,98.0,94.0,94.5,1000,TEST,1d
2024-01-26T00:00:00Z,94.5,95.0,91.0,91.5,1000,TEST,1d
2024-01-27T00:00:00Z,91.5,92.0,88.0,88.5,1000,TEST,1d
2024-01-28T00:00:00Z,88.5,89.0,85.0,85.5,1000,TEST,1d
2024-01-29T00:00:00Z,85.5,86.0,82.0,82.5,1000,TEST,1d
2024-01-30T00:00:00Z,82.5,83.0,80.0,80.5,1000,TEST,1d
